Transaction_ID,Date,Time,Sender_Bank,Receiver_Bank,UPI_App,Transaction_Type,Amount_INR,Status,Failure_Reason,City,Device_Type,Response_Time_ms,Is_Weekend
UPI100001161,2025-10-13,17:44:25,Punjab National Bank,IndusInd Bank,Mobikwik,Bill Payment,772.5,Failed,Beneficiary Bank Unavailable,Hyderabad,Android,256,False
UPI100001162,2025-03-02,15:37:12,Punjab National Bank,HDFC,BHIM,Bill Payment,429.26,Failed,Transaction Timeout,Amritsar,Android,276,True
UPI100001163,2025-10-11,23:42:46,Union Bank,Union Bank,Google Pay,P2M,2961.83,Success,NA,Bengaluru,iOS,1075,True
UPI100001164,2025-02-08,12:20:11,Punjab National Bank,ICICI,Mobikwik,P2P,2039.89,Success,NA,Chandigarh,Android,773,True
UPI100001165,2025-12-03,07:30:02,Axis Bank,Canara Bank,Paytm,Merchant Payment,1758.93,Failed,Beneficiary Bank Unavailable,Lucknow,Android,1340,False
UPI100001166,2025-07-24,08:22:01,ICICI,Canara Bank,PhonePe,Bill Payment,1001.29,Success,NA,Lucknow,iOS,163,False
UPI100001167,2025-09-19,04:53:21,Punjab National Bank,Bank of Baroda,Mobikwik,Bill Payment,1144.93,Success,NA,Mumbai,Android,320,False
UPI100001168,2025-03-17,08:26:23,IndusInd Bank,Punjab National Bank,Mobikwik,P2M,711.12,Pending,NA,Pune,iOS,2185,False
UPI100001169,2025-01-06,04:50:43,Union Bank,ICICI,Google Pay,Fund Transfer,198.44,Failed,Account Blocked/Frozen,Ahmedabad,Android,1029,False
UPI100001170,2025-04-03,08:56:50,ICICI,Kotak Mahindra,Amazon Pay,Bill Payment,746.42,Failed,Daily Limit Exceeded,Delhi,iOS,171,False
UPI100001171,2025-04-18,10:32:38,Axis Bank,HDFC,CRED,Merchant Payment,46.4,Failed,Network Timeout,Kolkata,Android,2673,False
UPI100001172,2025-08-12,09:22:21,ICICI,SBI,PhonePe,P2P,183.79,Success,NA,Ludhiana,iOS,495,False
UPI100001173,2025-01-03,18:04:23,Axis Bank,Axis Bank,Paytm,Bill Payment,778.35,Failed,Beneficiary Bank Unavailable,Mumbai,iOS,1055,False
UPI100001174,2025-05-22,02:00:53,IDBI Bank,SBI,WhatsApp Pay,P2M,1049.65,Failed,Invalid VPA,Jaipur,Android,288,False
UPI100001175,2025-04-14,14:24:57,HDFC,Punjab National Bank,WhatsApp Pay,Merchant Payment,1995.8,Failed,PSP Server Error,Ahmedabad,iOS,1226,False
UPI100001176,2025-10-12,07:24:33,Punjab National Bank,Canara Bank,WhatsApp Pay,Merchant Payment,5089.97,Success,NA,Jaipur,iOS,214,True
UPI100001177,2025-03-01,22:25:39,IDBI Bank,Union Bank,Paytm,Recharge,574.39,Success,NA,Chandigarh,iOS,1087,True
UPI100001178,2025-06-20,17:29:08,Yes Bank,ICICI,WhatsApp Pay,Fund Transfer,60.3,Pending,NA,Jaipur,Android,296,False
UPI100001179,2025-10-25,10:28:15,Kotak Mahindra,Yes Bank,CRED,Recharge,645.09,Failed,Incorrect UPI PIN,Lucknow,iOS,734,True
UPI100001180,2025-12-24,23:39:55,ICICI,IndusInd Bank,WhatsApp Pay,P2P,118.68,Success,NA,Mumbai,Android,51,False
UPI100001181,2025-05-20,05:13:50,HDFC,Union Bank,Paytm,Fund Transfer,2122.39,Failed,Transaction Timeout,Ludhiana,Android,380,False
UPI100001182,2025-11-09,09:50:47,ICICI,Bank of Baroda,CRED,P2M,1166.74,Reversed,Duplicate Transaction,Kolkata,Android,140,True
UPI100001183,2025-11-10,12:12:03,Yes Bank,IDBI Bank,PhonePe,Recharge,1623.22,Success,NA,Hyderabad,iOS,50,False
UPI100001184,2025-05-17,07:28:44,HDFC,Yes Bank,WhatsApp Pay,Recharge,1286.98,Pending,NA,Jaipur,Android,478,True
UPI100001185,2025-06-13,21:25:20,Yes Bank,Canara Bank,BHIM,P2M,1699.65,Success,NA,Lucknow,Android,1123,False
UPI100001186,2025-08-22,00:53:32,Axis Bank,HDFC,Paytm,P2P,190.04,Success,NA,Hyderabad,iOS,1251,False
UPI100001187,2025-04-16,21:40:38,Bank of Baroda,IDBI Bank,Google Pay,Bill Payment,1054.87,Failed,NPCI Switch Error,Mumbai,iOS,566,False
UPI100001188,2025-06-06,16:48:51,ICICI,HDFC,PhonePe,Recharge,771.26,Success,NA,Ludhiana,iOS,279,False
UPI100001189,2025-10-11,03:00:57,Kotak Mahindra,Punjab National Bank,BHIM,Fund Transfer,263.12,Success,NA,Jaipur,iOS,150,True
UPI100001190,2025-12-02,09:41:06,IndusInd Bank,Axis Bank,PhonePe,Merchant Payment,1721.98,Success,NA,Mumbai,Android,120,False
UPI100001191,2025-07-02,00:29:38,Yes Bank,HDFC,BHIM,P2P,5422.02,Failed,Beneficiary Bank Unavailable,Jalandhar,Android,2440,False
UPI100001192,2025-05-29,06:30:37,HDFC,Canara Bank,CRED,Merchant Payment,261.73,Success,NA,Jaipur,Android,706,False
UPI100001193,2025-09-19,19:58:43,IndusInd Bank,Bank of Baroda,Google Pay,Merchant Payment,847.46,Failed,Transaction Timeout,Ahmedabad,iOS,233,False
UPI100001194,2025-11-09,08:13:25,Kotak Mahindra,HDFC,BHIM,Merchant Payment,1038.67,Success,NA,Ahmedabad,Android,1110,True
UPI100001195,2025-06-07,10:50:15,HDFC,Kotak Mahindra,CRED,Fund Transfer,4136.74,Failed,NPCI Switch Error,Delhi,Android,212,True
UPI100001196,2025-03-28,18:17:19,IDBI Bank,Canara Bank,PhonePe,Bill Payment,1913.6,Success,NA,Patiala,iOS,731,False
UPI100001197,2025-10-09,00:35:24,Axis Bank,Yes Bank,CRED,Fund Transfer,251.64,Success,NA,Jaipur,iOS,447,False
UPI100001198,2025-09-07,21:50:53,Axis Bank,Canara Bank,CRED,P2P,214.8,Success,NA,Jalandhar,Android,179,True
UPI100001199,2025-03-19,07:36:27,Union Bank,HDFC,Mobikwik,Merchant Payment,3069.25,Success,NA,Patiala,Android,657,False
UPI100001200,2025-08-15,22:19:59,IDBI Bank,HDFC,CRED,P2P,2714.8,Pending,NA,Kolkata,Android,136,False
UPI100001201,2025-05-08,14:08:17,Bank of Baroda,IDBI Bank,CRED,P2M,970.24,Success,NA,Pune,iOS,1156,False
UPI100001202,2025-12-03,04:31:07,Canara Bank,Canara Bank,BHIM,Merchant Payment,522.37,Failed,Daily Limit Exceeded,Delhi,iOS,2009,False
UPI100001203,2025-11-02,09:25:02,IndusInd Bank,ICICI,CRED,P2M,444.14,Failed,Network Timeout,Ahmedabad,iOS,1077,True
UPI100001204,2025-10-24,23:07:31,ICICI,HDFC,Google Pay,Bill Payment,1003.25,Success,NA,Bengaluru,iOS,716,False
UPI100001205,2025-11-13,00:44:33,Union Bank,IndusInd Bank,Paytm,Bill Payment,4729.55,Failed,Daily Limit Exceeded,Pune,iOS,558,False
UPI100001206,2025-06-11,09:01:40,Kotak Mahindra,Bank of Baroda,Paytm,Recharge,1309.45,Success,NA,Bengaluru,Android,2498,False
UPI100001207,2025-06-25,00:23:59,Bank of Baroda,Yes Bank,Paytm,Fund Transfer,4441.03,Success,NA,Bengaluru,iOS,1491,False
UPI100001208,2025-01-14,20:44:07,Yes Bank,HDFC,Google Pay,Merchant Payment,442.02,Success,NA,Delhi,iOS,205,False
UPI100001209,2025-01-14,21:35:22,Union Bank,ICICI,CRED,Fund Transfer,58.95,Success,NA,Kolkata,iOS,1189,False
UPI100001210,2025-03-16,20:12:05,Axis Bank,SBI,Mobikwik,Fund Transfer,616.68,Success,NA,Ahmedabad,iOS,55,True
UPI100001211,2025-02-07,00:04:04,Punjab National Bank,IndusInd Bank,PhonePe,Bill Payment,53.4,Pending,NA,Hyderabad,Android,1115,False
UPI100001212,2025-12-27,02:14:36,Bank of Baroda,IDBI Bank,Paytm,Fund Transfer,482.58,Success,NA,Ahmedabad,iOS,816,True
UPI100001213,2025-09-13,04:32:32,IndusInd Bank,IDBI Bank,Paytm,Bill Payment,569.19,Success,NA,Patiala,iOS,635,True
UPI100001214,2025-03-22,07:12:00,ICICI,IndusInd Bank,CRED,Bill Payment,1458.82,Failed,Incorrect UPI PIN,Pune,iOS,873,True
UPI100001215,2025-05-01,08:29:03,Axis Bank,ICICI,Amazon Pay,Merchant Payment,1086.26,Failed,NPCI Switch Error,Patiala,iOS,1244,False
UPI100001216,2025-12-11,13:33:05,IDBI Bank,Bank of Baroda,Amazon Pay,P2M,401.97,Failed,Invalid VPA,Delhi,Android,1136,False
UPI100001217,2025-10-30,15:12:54,ICICI,Punjab National Bank,PhonePe,Fund Transfer,146.11,Failed,Incorrect UPI PIN,Pune,Android,231,False
UPI100001218,2025-10-10,13:09:26,ICICI,SBI,PhonePe,P2M,42.1,Failed,Transaction Timeout,Jalandhar,iOS,808,False
UPI100001219,2025-03-22,01:12:49,Axis Bank,ICICI,WhatsApp Pay,P2P,1585.81,Failed,Account Blocked/Frozen,Kolkata,Android,3124,True
UPI100001220,2025-06-29,13:57:52,IndusInd Bank,SBI,Google Pay,P2P,479.56,Success,NA,Pune,iOS,586,True
UPI100001221,2025-11-09,14:07:57,Kotak Mahindra,Axis Bank,WhatsApp Pay,Recharge,1180.0,Success,NA,Ludhiana,Android,546,True
UPI100001222,2025-05-27,06:02:05,Bank of Baroda,Union Bank,Google Pay,Fund Transfer,446.67,Success,NA,Bengaluru,Android,129,False
UPI100001223,2025-01-27,21:11:29,SBI,Bank of Baroda,WhatsApp Pay,Bill Payment,123.65,Success,NA,Hyderabad,iOS,1550,False
UPI100001224,2025-08-18,11:06:03,Bank of Baroda,HDFC,Mobikwik,P2P,880.07,Failed,Account Blocked/Frozen,Delhi,Android,151,False
UPI100001225,2025-03-25,16:58:06,Canara Bank,Bank of Baroda,PhonePe,Merchant Payment,960.35,Pending,NA,Kolkata,Android,834,False
UPI100001226,2025-03-19,03:57:19,IDBI Bank,HDFC,Paytm,P2P,2807.29,Success,NA,Pune,Android,569,False
UPI100001227,2025-02-21,03:02:47,Canara Bank,IDBI Bank,Amazon Pay,Recharge,694.13,Success,NA,Jaipur,Android,536,False
UPI100001228,2025-05-20,04:25:54,Kotak Mahindra,Union Bank,Mobikwik,P2P,823.08,Failed,Transaction Timeout,Bengaluru,Android,635,False
UPI100001229,2025-08-31,15:20:40,Yes Bank,Kotak Mahindra,WhatsApp Pay,Bill Payment,110.55,Success,NA,Lucknow,Android,838,True
UPI100001230,2025-06-17,02:50:23,Bank of Baroda,IndusInd Bank,BHIM,P2P,717.31,Success,NA,Delhi,Android,1563,False
UPI100001231,2025-02-05,05:23:36,Yes Bank,HDFC,Amazon Pay,P2P,38.12,Pending,NA,Mumbai,Android,1138,False
UPI100001232,2025-03-26,17:57:46,ICICI,Bank of Baroda,Paytm,P2M,1114.92,Failed,Network Timeout,Chandigarh,iOS,496,False
UPI100001233,2025-09-01,15:41:28,Canara Bank,Union Bank,Mobikwik,Merchant Payment,1498.77,Reversed,Bank Server Down,Hyderabad,Android,725,False
UPI100001234,2025-03-18,22:46:21,Bank of Baroda,Kotak Mahindra,Amazon Pay,Merchant Payment,282.84,Success,NA,Pune,iOS,1083,False
UPI100001235,2025-06-22,16:42:47,Kotak Mahindra,Punjab National Bank,Amazon Pay,P2M,1850.3,Success,NA,Patiala,Android,292,True
UPI100001236,2025-06-29,14:42:28,Punjab National Bank,Canara Bank,Paytm,Bill Payment,911.51,Reversed,NPCI Switch Error,Patiala,iOS,484,True
UPI100001237,2025-10-08,06:45:46,Bank of Baroda,IDBI Bank,PhonePe,Merchant Payment,1067.94,Failed,Incorrect UPI PIN,Bengaluru,Android,2778,False
UPI100001238,2025-07-21,03:23:16,Union Bank,Yes Bank,Mobikwik,P2M,1811.1,Failed,Daily Limit Exceeded,Kolkata,iOS,2095,False
UPI100001239,2025-01-09,18:52:49,Bank of Baroda,Canara Bank,WhatsApp Pay,Fund Transfer,315.5,Failed,Insufficient Balance,Delhi,Android,961,False
UPI100001240,2025-02-14,15:09:52,Union Bank,Kotak Mahindra,BHIM,Bill Payment,4640.76,Pending,NA,Lucknow,iOS,407,False
UPI100001241,2025-04-04,10:00:59,Union Bank,IndusInd Bank,Paytm,Merchant Payment,1914.28,Success,NA,Kolkata,iOS,752,False
UPI100001242,2025-11-01,15:51:05,Punjab National Bank,SBI,WhatsApp Pay,Recharge,1329.19,Reversed,NPCI Switch Error,Amritsar,iOS,1462,True
UPI100001243,2025-03-18,08:30:24,Yes Bank,Canara Bank,Amazon Pay,Fund Transfer,165.8,Success,NA,Bengaluru,Android,641,False
UPI100001244,2025-05-14,02:03:54,IDBI Bank,Kotak Mahindra,PhonePe,Merchant Payment,5753.56,Pending,NA,Kolkata,iOS,87,False
UPI100001245,2025-09-20,23:23:58,Union Bank,Canara Bank,CRED,Bill Payment,698.26,Failed,PSP Server Error,Ludhiana,Android,265,True
UPI100001246,2025-01-13,03:22:01,IDBI Bank,IDBI Bank,PhonePe,P2P,3667.62,Failed,Daily Limit Exceeded,Hyderabad,iOS,657,False
UPI100001247,2025-08-14,07:22:47,IDBI Bank,Punjab National Bank,CRED,P2P,327.58,Success,NA,Amritsar,iOS,2541,False
UPI100001248,2025-12-24,00:58:35,Bank of Baroda,IndusInd Bank,PhonePe,P2P,407.38,Success,NA,Mumbai,iOS,1046,False
UPI100001249,2025-05-21,16:36:39,HDFC,ICICI,CRED,Recharge,2325.25,Failed,Invalid VPA,Kolkata,iOS,320,False
UPI100001250,2025-10-13,22:09:41,IndusInd Bank,Yes Bank,WhatsApp Pay,P2P,1840.13,Pending,NA,Ludhiana,iOS,585,False
UPI100001251,2025-12-12,06:50:47,HDFC,Axis Bank,Google Pay,Recharge,179.56,Success,NA,Kolkata,Android,110,False
UPI100001252,2025-04-12,23:00:05,IndusInd Bank,Canara Bank,WhatsApp Pay,Fund Transfer,1516.78,Pending,NA,Hyderabad,Android,2579,True
UPI100001253,2025-06-10,05:35:28,Kotak Mahindra,IndusInd Bank,Google Pay,Recharge,694.16,Success,NA,Kolkata,Android,413,False
UPI100001254,2025-04-07,00:00:05,Yes Bank,IDBI Bank,Paytm,Bill Payment,1030.35,Failed,Network Timeout,Lucknow,Android,1249,False
UPI100001255,2025-05-25,19:50:58,IndusInd Bank,Kotak Mahindra,Google Pay,Bill Payment,3368.62,Failed,Daily Limit Exceeded,Mumbai,Android,1671,True
UPI100001256,2025-09-04,10:52:22,Yes Bank,Punjab National Bank,PhonePe,Merchant Payment,1192.38,Failed,NPCI Switch Error,Chandigarh,Android,458,False
UPI100001257,2025-06-01,23:36:23,Canara Bank,SBI,WhatsApp Pay,Recharge,1417.36,Success,NA,Amritsar,iOS,452,True
UPI100001258,2025-07-29,16:30:14,IDBI Bank,Kotak Mahindra,Paytm,P2M,301.76,Pending,NA,Pune,iOS,2452,False
UPI100001259,2025-07-12,00:38:11,Axis Bank,Canara Bank,BHIM,Recharge,1220.62,Success,NA,Pune,Android,873,True
UPI100001260,2025-12-25,17:47:17,ICICI,Axis Bank,PhonePe,Fund Transfer,354.63,Failed,Network Timeout,Ahmedabad,Android,1551,False
UPI100001261,2025-09-17,11:52:03,Union Bank,Yes Bank,WhatsApp Pay,Bill Payment,6914.85,Success,NA,Hyderabad,iOS,443,False
UPI100001262,2025-01-26,16:11:22,Axis Bank,Bank of Baroda,Amazon Pay,P2M,2147.94,Pending,NA,Ludhiana,iOS,298,True
UPI100001263,2025-10-10,10:30:30,Union Bank,Yes Bank,Mobikwik,Fund Transfer,979.34,Reversed,Bank Server Down,Kolkata,Android,317,False
UPI100001264,2025-12-11,12:18:17,IndusInd Bank,HDFC,WhatsApp Pay,Merchant Payment,244.72,Success,NA,Patiala,Android,492,False
UPI100001265,2025-05-22,17:35:32,Yes Bank,Canara Bank,CRED,Fund Transfer,1796.26,Reversed,Duplicate Transaction,Pune,Android,643,False
UPI100001266,2025-02-19,10:39:57,Canara Bank,Yes Bank,Paytm,Fund Transfer,1887.2,Success,NA,Amritsar,iOS,91,False
UPI100001267,2025-10-10,09:47:27,Axis Bank,Yes Bank,Paytm,P2P,1789.55,Success,NA,Ahmedabad,Android,90,False
UPI100001268,2025-12-29,01:05:59,IndusInd Bank,Canara Bank,PhonePe,Recharge,1491.76,Failed,NPCI Switch Error,Chandigarh,iOS,1324,False
UPI100001269,2025-05-24,02:56:36,ICICI,Union Bank,CRED,P2M,1138.17,Success,NA,Hyderabad,Android,78,True
UPI100001270,2025-04-23,12:44:51,ICICI,Kotak Mahindra,Google Pay,P2P,584.11,Success,NA,Hyderabad,Android,532,False
UPI100001271,2025-02-24,06:13:08,Canara Bank,Bank of Baroda,Google Pay,P2M,284.32,Success,NA,Pune,Android,595,False
UPI100001272,2025-01-09,12:34:51,Kotak Mahindra,IDBI Bank,Amazon Pay,P2M,4261.91,Success,NA,Ahmedabad,iOS,125,False
UPI100001273,2025-03-26,15:18:23,HDFC,ICICI,Paytm,Fund Transfer,120.48,Pending,NA,Mumbai,iOS,1153,False
UPI100001274,2025-10-21,19:48:30,HDFC,Axis Bank,Amazon Pay,Fund Transfer,847.51,Failed,Incorrect UPI PIN,Ludhiana,Android,767,False
UPI100001275,2025-11-12,01:28:05,IDBI Bank,Union Bank,Mobikwik,Recharge,291.05,Failed,NPCI Switch Error,Chandigarh,Android,2497,False
UPI100001276,2025-01-23,14:04:28,Bank of Baroda,Axis Bank,Paytm,Fund Transfer,214.23,Success,NA,Delhi,iOS,430,False
UPI100001277,2025-10-17,04:46:24,IDBI Bank,HDFC,BHIM,Bill Payment,326.79,Reversed,Bank Server Down,Patiala,Android,1026,False
UPI100001278,2025-07-10,23:20:46,Kotak Mahindra,HDFC,PhonePe,Fund Transfer,933.87,Failed,Network Timeout,Mumbai,iOS,1899,False
UPI100001279,2025-04-30,14:08:27,IDBI Bank,Kotak Mahindra,BHIM,P2P,724.27,Pending,NA,Ludhiana,Android,956,False
UPI100001280,2025-10-20,05:54:51,SBI,Punjab National Bank,WhatsApp Pay,Bill Payment,2444.36,Failed,Invalid VPA,Delhi,Android,770,False
UPI100001281,2025-07-05,13:25:28,Kotak Mahindra,Union Bank,WhatsApp Pay,Recharge,314.78,Success,NA,Lucknow,iOS,713,True
UPI100001282,2025-07-12,01:30:52,HDFC,HDFC,Paytm,Merchant Payment,4949.69,Failed,Beneficiary Bank Unavailable,Patiala,Android,1165,True
UPI100001283,2025-12-13,09:33:24,Punjab National Bank,Union Bank,BHIM,Recharge,769.27,Failed,Network Timeout,Ludhiana,Android,600,True
UPI100001284,2025-03-19,03:27:34,IndusInd Bank,Canara Bank,Mobikwik,Recharge,4926.81,Success,NA,Bengaluru,iOS,95,False
UPI100001285,2025-01-12,15:09:43,Punjab National Bank,Punjab National Bank,PhonePe,Recharge,4817.44,Success,NA,Ahmedabad,Android,1161,True
UPI100001286,2025-02-16,00:56:32,HDFC,SBI,Mobikwik,P2P,4363.84,Failed,Bank Server Down,Bengaluru,Android,558,True
UPI100001287,2025-12-11,06:44:01,Union Bank,Punjab National Bank,Paytm,P2M,684.82,Failed,PSP Server Error,Pune,iOS,435,False
UPI100001288,2025-06-29,02:11:07,Axis Bank,IndusInd Bank,Mobikwik,P2M,1977.54,Success,NA,Lucknow,iOS,1098,True
UPI100001289,2025-07-25,18:24:12,Union Bank,Yes Bank,CRED,P2M,432.13,Success,NA,Pune,Android,1966,False
UPI100001290,2025-01-27,21:19:19,SBI,Axis Bank,CRED,Bill Payment,2080.85,Success,NA,Delhi,iOS,216,False
UPI100001291,2025-05-15,20:53:25,Yes Bank,Yes Bank,Paytm,Merchant Payment,436.24,Success,NA,Amritsar,iOS,332,False
UPI100001292,2025-03-03,10:58:56,HDFC,Canara Bank,Mobikwik,Recharge,1948.73,Failed,Bank Server Down,Ahmedabad,iOS,1383,False
UPI100001293,2025-09-02,11:36:23,IDBI Bank,IDBI Bank,CRED,Recharge,224.68,Failed,Network Timeout,Ludhiana,Android,194,False
UPI100001294,2025-07-18,03:38:37,Punjab National Bank,ICICI,CRED,Fund Transfer,1168.54,Success,NA,Hyderabad,iOS,697,False
UPI100001295,2025-12-13,20:31:45,Yes Bank,IndusInd Bank,Mobikwik,Fund Transfer,663.43,Reversed,NPCI Switch Error,Ludhiana,iOS,369,True
UPI100001296,2025-04-16,00:54:20,Axis Bank,IndusInd Bank,PhonePe,Bill Payment,2868.31,Failed,Duplicate Transaction,Hyderabad,Android,205,False
UPI100001297,2025-03-12,20:22:32,Punjab National Bank,HDFC,BHIM,Bill Payment,2413.25,Pending,NA,Patiala,iOS,1273,False
UPI100001298,2025-02-21,22:10:58,SBI,Punjab National Bank,Amazon Pay,Fund Transfer,1427.49,Failed,Transaction Timeout,Hyderabad,Android,904,False
UPI100001299,2025-07-17,22:16:11,IDBI Bank,Bank of Baroda,Mobikwik,P2P,1096.95,Failed,NPCI Switch Error,Lucknow,iOS,1081,False
UPI100001300,2025-10-13,04:40:20,ICICI,Punjab National Bank,Amazon Pay,P2P,318.76,Reversed,Duplicate Transaction,Hyderabad,iOS,255,False
UPI100001301,2025-05-27,23:08:43,Bank of Baroda,SBI,Google Pay,Merchant Payment,664.39,Success,NA,Ahmedabad,iOS,561,False
UPI100001302,2025-10-20,20:42:06,IDBI Bank,ICICI,WhatsApp Pay,Fund Transfer,1663.64,Success,NA,Delhi,Android,517,False
UPI100001303,2025-02-15,19:18:57,ICICI,Yes Bank,Paytm,Bill Payment,1932.54,Failed,PSP Server Error,Delhi,Android,1057,True
UPI100001304,2025-06-06,01:05:02,Yes Bank,Punjab National Bank,Mobikwik,Bill Payment,1680.59,Failed,NPCI Switch Error,Jalandhar,iOS,393,False
UPI100001305,2025-10-29,21:43:49,IndusInd Bank,Punjab National Bank,WhatsApp Pay,Bill Payment,4289.88,Reversed,Bank Server Down,Kolkata,Android,422,False
UPI100001306,2025-11-19,12:00:01,Axis Bank,Punjab National Bank,Paytm,P2M,670.98,Failed,Daily Limit Exceeded,Bengaluru,Android,738,False
UPI100001307,2025-08-11,23:14:52,Punjab National Bank,Canara Bank,Mobikwik,Recharge,1657.03,Failed,Incorrect UPI PIN,Delhi,iOS,160,False
UPI100001308,2025-03-21,06:29:57,Yes Bank,Axis Bank,Google Pay,Bill Payment,315.47,Failed,Incorrect UPI PIN,Jalandhar,Android,153,False
UPI100001309,2025-01-03,01:50:41,Yes Bank,Bank of Baroda,WhatsApp Pay,Fund Transfer,1588.5,Success,NA,Ludhiana,iOS,559,False
UPI100001310,2025-05-02,14:06:42,Punjab National Bank,Kotak Mahindra,BHIM,P2M,1696.11,Reversed,NPCI Switch Error,Ludhiana,Android,425,False
UPI100001311,2025-08-20,19:07:48,Union Bank,Punjab National Bank,Google Pay,Fund Transfer,226.55,Success,NA,Bengaluru,iOS,543,False
UPI100001312,2025-07-23,06:14:15,SBI,IndusInd Bank,BHIM,P2P,337.77,Failed,Transaction Timeout,Ludhiana,iOS,1088,False
UPI100001313,2025-05-15,15:38:09,IndusInd Bank,Punjab National Bank,Amazon Pay,Bill Payment,906.01,Success,NA,Bengaluru,iOS,2202,False
UPI100001314,2025-01-18,05:46:13,Axis Bank,Canara Bank,Paytm,Recharge,2125.38,Success,NA,Amritsar,iOS,1102,True
UPI100001315,2025-07-08,01:07:56,HDFC,ICICI,WhatsApp Pay,Recharge,258.88,Failed,Bank Server Down,Chandigarh,Android,349,False
UPI100001316,2025-08-04,05:08:30,Yes Bank,IndusInd Bank,CRED,Recharge,1611.72,Success,NA,Mumbai,Android,563,False
UPI100001317,2025-12-26,15:23:32,Punjab National Bank,Union Bank,CRED,Bill Payment,862.7,Success,NA,Jaipur,Android,284,False
UPI100001318,2025-04-25,07:22:19,IDBI Bank,HDFC,PhonePe,Recharge,1419.43,Failed,Bank Server Down,Jalandhar,iOS,364,False
UPI100001319,2025-08-24,00:50:55,Axis Bank,SBI,PhonePe,Bill Payment,3860.0,Success,NA,Chandigarh,Android,286,True
UPI100001320,2025-02-24,07:08:47,Bank of Baroda,HDFC,Amazon Pay,Fund Transfer,341.16,Failed,NPCI Switch Error,Mumbai,iOS,362,False
UPI100001321,2025-03-28,04:22:09,Union Bank,SBI,PhonePe,Bill Payment,2630.97,Success,NA,Lucknow,Android,3250,False
UPI100001322,2025-01-31,16:35:39,IDBI Bank,Yes Bank,BHIM,Recharge,59.75,Reversed,Duplicate Transaction,Ahmedabad,Android,1019,False
UPI100001323,2025-08-16,23:56:49,HDFC,ICICI,Amazon Pay,Recharge,3420.23,Pending,NA,Jalandhar,iOS,202,True
UPI100001324,2025-06-27,06:15:25,Kotak Mahindra,Bank of Baroda,BHIM,P2M,237.1,Success,NA,Ahmedabad,Android,188,False
UPI100001325,2025-04-06,15:40:41,Canara Bank,IndusInd Bank,WhatsApp Pay,Bill Payment,2011.45,Success,NA,Lucknow,iOS,993,True
UPI100001326,2025-05-17,05:55:11,IDBI Bank,IndusInd Bank,WhatsApp Pay,Recharge,220.15,Success,NA,Jaipur,Android,1343,True
UPI100001327,2025-04-25,22:25:30,Canara Bank,Yes Bank,CRED,Recharge,1370.94,Success,NA,Hyderabad,Android,1168,False
UPI100001328,2025-06-14,06:33:54,Bank of Baroda,Kotak Mahindra,Paytm,Bill Payment,3752.76,Success,NA,Chandigarh,Android,251,True
UPI100001329,2025-11-27,20:34:22,IndusInd Bank,Union Bank,CRED,Bill Payment,1700.02,Reversed,NPCI Switch Error,Delhi,iOS,950,False
UPI100001330,2025-06-27,08:46:06,Bank of Baroda,IndusInd Bank,Amazon Pay,Fund Transfer,1674.88,Reversed,Bank Server Down,Patiala,Android,1856,False
UPI100001331,2025-08-03,16:12:14,Axis Bank,Axis Bank,Google Pay,Recharge,1847.35,Failed,Network Timeout,Amritsar,Android,556,True
UPI100001332,2025-07-17,02:10:14,ICICI,IDBI Bank,CRED,P2P,13.69,Success,NA,Kolkata,iOS,1332,False
UPI100001333,2025-08-08,17:26:45,IDBI Bank,Axis Bank,BHIM,Bill Payment,5193.38,Pending,NA,Patiala,iOS,2333,False
UPI100001334,2025-10-22,18:30:00,Yes Bank,IDBI Bank,Amazon Pay,P2P,2232.52,Failed,Insufficient Balance,Ludhiana,Android,164,False
UPI100001335,2025-02-02,14:33:53,IndusInd Bank,IndusInd Bank,WhatsApp Pay,Recharge,833.03,Failed,Bank Server Down,Hyderabad,Android,1175,True
UPI100001336,2025-12-14,15:16:53,Kotak Mahindra,Punjab National Bank,CRED,P2M,385.41,Failed,Beneficiary Bank Unavailable,Bengaluru,iOS,658,True
UPI100001337,2025-10-15,18:33:56,Axis Bank,IDBI Bank,Paytm,P2M,79.93,Failed,Network Timeout,Ludhiana,iOS,684,False
UPI100001338,2025-07-18,07:17:49,Union Bank,IDBI Bank,Paytm,Merchant Payment,884.69,Success,NA,Patiala,Android,513,False
UPI100001339,2025-09-16,07:40:17,ICICI,IDBI Bank,CRED,P2P,4590.16,Success,NA,Patiala,iOS,373,False
UPI100001340,2025-09-28,04:04:02,Canara Bank,Axis Bank,WhatsApp Pay,Merchant Payment,1981.49,Reversed,Bank Server Down,Delhi,iOS,1214,True
UPI100001341,2025-11-09,21:20:30,Kotak Mahindra,ICICI,CRED,Merchant Payment,2346.22,Success,NA,Lucknow,iOS,903,True
UPI100001342,2025-12-02,16:44:42,IndusInd Bank,SBI,BHIM,Bill Payment,862.74,Success,NA,Patiala,iOS,2157,False
UPI100001343,2025-12-18,23:01:51,Punjab National Bank,Canara Bank,BHIM,Merchant Payment,353.75,Success,NA,Kolkata,Android,64,False
UPI100001344,2025-09-02,02:41:04,IDBI Bank,IndusInd Bank,WhatsApp Pay,Fund Transfer,802.76,Pending,NA,Ahmedabad,Android,2430,False
UPI100001345,2025-01-06,02:19:42,Axis Bank,Punjab National Bank,PhonePe,P2M,3463.63,Success,NA,Lucknow,Android,1215,False
